ccode,Year(s) Under Review,year,rank
732,South Korea,2003,F
732,South Korea,2004,F
732,South Korea,2005,F
732,South Korea,2006,F
732,South Korea,2007,F
732,South Korea,2008,F
732,South Korea,2009,F
230,Spain,1987,F
230,Spain,1988,F
230,Spain,1989,F
230,Spain,1990,F
230,Spain,1991,F
230,Spain,1992,F
230,Spain,1993,F
230,Spain,1994,F
230,Spain,1995,F
230,Spain,1996,F
230,Spain,1997,F
230,Spain,1998,F
230,Spain,1999,F
230,Spain,2000,F
230,Spain,2001,F
230,Spain,2002,F
230,Spain,2003,F
230,Spain,2004,F
230,Spain,2005,F
230,Spain,2006,F
230,Spain,2007,F
230,Spain,2008,F
230,Spain,2009,F
780,Sri Lanka,1987,PF
780,Sri Lanka,1988,PF
780,Sri Lanka,1989,PF
780,Sri Lanka,1990,PF
780,Sri Lanka,1991,PF
780,Sri Lanka,1992,PF
780,Sri Lanka,1993,PF
780,Sri Lanka,1994,PF
780,Sri Lanka,1995,PF
780,Sri Lanka,1996,PF
780,Sri Lanka,1997,PF
780,Sri Lanka,1998,PF
780,Sri Lanka,1999,PF
780,Sri Lanka,2000,PF
780,Sri Lanka,2001,PF
780,Sri Lanka,2002,PF
780,Sri Lanka,2003,PF
780,Sri Lanka,2004,PF
780,Sri Lanka,2005,PF
780,Sri Lanka,2006,PF
780,Sri Lanka,2007,PF
780,Sri Lanka,2008,PF
780,Sri Lanka,2009,PF
60,St. Kitts and Nevis,1987,F
60,St. Kitts and Nevis,1988,F
60,St. Kitts and Nevis,1989,F
60,St. Kitts and Nevis,1990,F
60,St. Kitts and Nevis,1991,F
60,St. Kitts and Nevis,1992,F
60,St. Kitts and Nevis,1993,F
60,St. Kitts and Nevis,1994,F
60,St. Kitts and Nevis,1995,F
60,St. Kitts and Nevis,1996,F
60,St. Kitts and Nevis,1997,F
60,St. Kitts and Nevis,1998,F
60,St. Kitts and Nevis,1999,F
60,St. Kitts and Nevis,2000,F
60,St. Kitts and Nevis,2001,F
60,St. Kitts and Nevis,2002,F
60,St. Kitts and Nevis,2003,F
60,St. Kitts and Nevis,2004,F
60,St. Kitts and Nevis,2005,F
60,St. Kitts and Nevis,2006,F
60,St. Kitts and Nevis,2007,F
60,St. Kitts and Nevis,2008,F
60,St. Kitts and Nevis,2009,F
56,St. Lucia,1987,F
56,St. Lucia,1988,F
56,St. Lucia,1989,F
56,St. Lucia,1990,F
56,St. Lucia,1991,F
56,St. Lucia,1992,F
56,St. Lucia,1993,F
56,St. Lucia,1994,F
56,St. Lucia,1995,F
56,St. Lucia,1996,F
56,St. Lucia,1997,F
56,St. Lucia,1998,F
56,St. Lucia,1999,F
56,St. Lucia,2000,F
56,St. Lucia,2001,F
56,St. Lucia,2002,F
56,St. Lucia,2003,F
56,St. Lucia,2004,F
56,St. Lucia,2005,F
56,St. Lucia,2006,F
56,St. Lucia,2007,F
56,St. Lucia,2008,F
56,St. Lucia,2009,F
57,St. Vincent and the Grenadines,1987,F
57,St. Vincent and the Grenadines,1988,F
57,St. Vincent and the Grenadines,1989,F
57,St. Vincent and the Grenadines,1990,F
57,St. Vincent and the Grenadines,1991,F
57,St. Vincent and the Grenadines,1992,F
57,St. Vincent and the Grenadines,1993,F
57,St. Vincent and the Grenadines,1994,F
57,St. Vincent and the Grenadines,1995,F
57,St. Vincent and the Grenadines,1996,F
57,St. Vincent and the Grenadines,1997,F
57,St. Vincent and the Grenadines,1998,F
57,St. Vincent and the Grenadines,1999,F
57,St. Vincent and the Grenadines,2000,F
57,St. Vincent and the Grenadines,2001,F
57,St. Vincent and the Grenadines,2002,F
57,St. Vincent and the Grenadines,2003,F
57,St. Vincent and the Grenadines,2004,F
57,St. Vincent and the Grenadines,2005,F
57,St. Vincent and the Grenadines,2006,F
57,St. Vincent and the Grenadines,2007,F
57,St. Vincent and the Grenadines,2008,F
57,St. Vincent and the Grenadines,2009,F
625,Sudan,1987,NF
625,Sudan,1988,NF
625,Sudan,1989,NF
625,Sudan,1990,NF
625,Sudan,1991,NF
625,Sudan,1992,NF
625,Sudan,1993,NF
625,Sudan,1994,NF
625,Sudan,1995,NF
625,Sudan,1996,NF
625,Sudan,1997,NF
625,Sudan,1998,NF
625,Sudan,1999,NF
625,Sudan,2000,NF
625,Sudan,2001,NF
625,Sudan,2002,NF
625,Sudan,2003,NF
625,Sudan,2004,NF
625,Sudan,2005,NF
625,Sudan,2006,NF
625,Sudan,2007,NF
625,Sudan,2008,NF
625,Sudan,2009,NF
115,Suriname,1987,PF
115,Suriname,1988,PF
115,Suriname,1989,PF
115,Suriname,1990,PF
115,Suriname,1991,PF
115,Suriname,1992,PF
115,Suriname,1993,PF
115,Suriname,1994,PF
115,Suriname,1995,PF
115,Suriname,1996,PF
115,Suriname,1997,NF
115,Suriname,1998,F
115,Suriname,1999,F
115,Suriname,2000,F
115,Suriname,2001,F
115,Suriname,2002,F
115,Suriname,2003,F
115,Suriname,2004,F
115,Suriname,2005,F
115,Suriname,2006,F
115,Suriname,2007,F
115,Suriname,2008,F
115,Suriname,2009,F
380,Sweden,1987,F
380,Sweden,1988,F
380,Sweden,1989,F
380,Sweden,1990,F
380,Sweden,1991,F
380,Sweden,1992,F
380,Sweden,1993,F
380,Sweden,1994,F
380,Sweden,1995,F
380,Sweden,1996,F
380,Sweden,1997,F
380,Sweden,1998,F
380,Sweden,1999,F
380,Sweden,2000,F
380,Sweden,2001,F
380,Sweden,2002,F
380,Sweden,2003,F
380,Sweden,2004,F
380,Sweden,2005,F
380,Sweden,2006,F
380,Sweden,2007,F
380,Sweden,2008,F
380,Sweden,2009,F
225,Switzerland,1987,F
225,Switzerland,1988,F
225,Switzerland,1989,F
225,Switzerland,1990,F
225,Switzerland,1991,F
225,Switzerland,1992,F
225,Switzerland,1993,F
225,Switzerland,1994,F
225,Switzerland,1995,F
225,Switzerland,1996,F
225,Switzerland,1997,F
225,Switzerland,1998,F
225,Switzerland,1999,F
225,Switzerland,2000,F
225,Switzerland,2001,F
225,Switzerland,2002,F
225,Switzerland,2003,F
225,Switzerland,2004,F
225,Switzerland,2005,F
225,Switzerland,2006,F
225,Switzerland,2007,F
225,Switzerland,2008,F
225,Switzerland,2009,F
652,Syria,1987,NF
652,Syria,1988,NF
652,Syria,1989,NF
652,Syria,1990,NF
652,Syria,1991,NF
652,Syria,1992,NF
652,Syria,1993,NF
652,Syria,1994,NF
652,Syria,1995,NF
652,Syria,1996,NF
652,Syria,1997,NF
652,Syria,1998,NF
652,Syria,1999,NF
652,Syria,2000,NF
652,Syria,2001,NF
652,Syria,2002,NF
652,Syria,2003,NF
652,Syria,2004,NF
652,Syria,2005,NF
652,Syria,2006,NF
652,Syria,2007,NF
652,Syria,2008,NF
652,Syria,2009,NF
713,Taiwan,1987,PF
713,Taiwan,1988,PF
713,Taiwan,1989,PF
713,Taiwan,1990,PF
713,Taiwan,1991,PF
713,Taiwan,1992,PF
713,Taiwan,1993,PF
713,Taiwan,1994,F
713,Taiwan,1995,F
713,Taiwan,1996,F
713,Taiwan,1997,F
713,Taiwan,1998,F
713,Taiwan,1999,F
713,Taiwan,2000,F
713,Taiwan,2001,F
713,Taiwan,2002,F
713,Taiwan,2003,F
713,Taiwan,2004,F
713,Taiwan,2005,F
713,Taiwan,2006,F
713,Taiwan,2007,F
713,Taiwan,2008,F
713,Taiwan,2009,F
702,Tajikistan,1987,NA
702,Tajikistan,1988,NA
702,Tajikistan,1989,NA
702,Tajikistan,1990,NA
702,Tajikistan,1991,NF
702,Tajikistan,1992,NF
702,Tajikistan,1993,NF
702,Tajikistan,1994,NF
702,Tajikistan,1995,NF
702,Tajikistan,1996,NF
702,Tajikistan,1997,NF
702,Tajikistan,1998,NF
702,Tajikistan,1999,NF
702,Tajikistan,2000,NF
702,Tajikistan,2001,NF
702,Tajikistan,2002,PF
702,Tajikistan,2003,NF
702,Tajikistan,2004,NF
702,Tajikistan,2005,NF
702,Tajikistan,2006,NF
702,Tajikistan,2007,NF
702,Tajikistan,2008,NF
702,Tajikistan,2009,NF
510,Tanzania,1987,NF
510,Tanzania,1988,NF
510,Tanzania,1989,NF
510,Tanzania,1990,PF
510,Tanzania,1991,NF
510,Tanzania,1992,PF
510,Tanzania,1993,PF
510,Tanzania,1994,PF
510,Tanzania,1995,PF
510,Tanzania,1996,PF
510,Tanzania,1997,PF
510,Tanzania,1998,PF
510,Tanzania,1999,PF
510,Tanzania,2000,PF
510,Tanzania,2001,PF
510,Tanzania,2002,PF
510,Tanzania,2003,PF
510,Tanzania,2004,PF
510,Tanzania,2005,PF
510,Tanzania,2006,PF
510,Tanzania,2007,PF
510,Tanzania,2008,PF
510,Tanzania,2009,PF
800,Thailand,1987,NF
800,Thailand,1988,PF
800,Thailand,1989,PF
800,Thailand,1990,PF
800,Thailand,1991,PF
800,Thailand,1992,PF
800,Thailand,1993,PF
800,Thailand,1994,PF
800,Thailand,1995,PF
800,Thailand,1996,NF
800,Thailand,1997,NF
800,Thailand,1998,F
800,Thailand,1999,F
800,Thailand,2000,F
800,Thailand,2001,F
800,Thailand,2002,NF
800,Thailand,2003,PF
800,Thailand,2004,PF
800,Thailand,2005,PF
800,Thailand,2006,PF
800,Thailand,2007,PF
800,Thailand,2008,PF
800,Thailand,2009,PF
420,The Gambia,1987,F
420,The Gambia,1988,F
420,The Gambia,1989,F
420,The Gambia,1990,F
420,The Gambia,1991,PF
420,The Gambia,1992,PF
420,The Gambia,1993,PF
420,The Gambia,1994,NF
420,The Gambia,1995,NF
420,The Gambia,1996,NF
420,The Gambia,1997,NF
420,The Gambia,1998,PF
420,The Gambia,1999,PF
420,The Gambia,2000,PF
420,The Gambia,2001,PF
420,The Gambia,2002,PF
420,The Gambia,2003,PF
420,The Gambia,2004,PF
420,The Gambia,2005,PF
420,The Gambia,2006,PF
420,The Gambia,2007,PF
420,The Gambia,2008,PF
420,The Gambia,2009,NF
461,Togo,1987,NF
461,Togo,1988,NF
461,Togo,1989,NF
461,Togo,1990,NF
461,Togo,1991,NF
461,Togo,1992,NF
461,Togo,1993,NF
461,Togo,1994,PF
461,Togo,1995,PF
461,Togo,1996,PF
461,Togo,1997,PF
461,Togo,1998,PF
461,Togo,1999,PF
461,Togo,2000,PF
461,Togo,2001,PF
461,Togo,2002,PF
461,Togo,2003,NF
461,Togo,2004,NF
461,Togo,2005,NF
461,Togo,2006,PF
461,Togo,2007,PF
461,Togo,2008,PF
461,Togo,2009,PF
955,Tonga,1987,PF
955,Tonga,1988,PF
955,Tonga,1989,PF
955,Tonga,1990,PF
955,Tonga,1991,PF
955,Tonga,1992,PF
955,Tonga,1993,PF
955,Tonga,1994,PF
955,Tonga,1995,PF
955,Tonga,1996,PF
955,Tonga,1997,PF
955,Tonga,1998,PF
955,Tonga,1999,PF
955,Tonga,2000,PF
955,Tonga,2001,PF
955,Tonga,2002,PF
955,Tonga,2003,PF
955,Tonga,2004,PF
955,Tonga,2005,PF
955,Tonga,2006,PF
955,Tonga,2007,PF
955,Tonga,2008,PF
955,Tonga,2009,PF
52,Trinidad and Tobago,1987,F
52,Trinidad and Tobago,1988,F
52,Trinidad and Tobago,1989,F
52,Trinidad and Tobago,1990,F
52,Trinidad and Tobago,1991,F
52,Trinidad and Tobago,1992,F
52,Trinidad and Tobago,1993,F
52,Trinidad and Tobago,1994,F
52,Trinidad and Tobago,1995,F
52,Trinidad and Tobago,1996,F
52,Trinidad and Tobago,1997,F
52,Trinidad and Tobago,1998,F
52,Trinidad and Tobago,1999,F
52,Trinidad and Tobago,2000,NF
52,Trinidad and Tobago,2001,PF
52,Trinidad and Tobago,2002,NF
52,Trinidad and Tobago,2003,NF
52,Trinidad and Tobago,2004,F
52,Trinidad and Tobago,2005,F
52,Trinidad and Tobago,2006,F
52,Trinidad and Tobago,2007,F
52,Trinidad and Tobago,2008,F
52,Trinidad and Tobago,2009,F
616,Tunisia,1987,PF
616,Tunisia,1988,PF
616,Tunisia,1989,PF
616,Tunisia,1990,PF
616,Tunisia,1991,PF
616,Tunisia,1992,PF
616,Tunisia,1993,PF
616,Tunisia,1994,PF
616,Tunisia,1995,PF
616,Tunisia,1996,PF
616,Tunisia,1997,PF
616,Tunisia,1998,PF
616,Tunisia,1999,PF
616,Tunisia,2000,PF
616,Tunisia,2001,PF
616,Tunisia,2002,PF
616,Tunisia,2003,NF
616,Tunisia,2004,NF
616,Tunisia,2005,NF
616,Tunisia,2006,NF
616,Tunisia,2007,NF
616,Tunisia,2008,NF
616,Tunisia,2009,NF
640,Turkey,1987,PF
640,Turkey,1988,PF
640,Turkey,1989,PF
640,Turkey,1990,PF
640,Turkey,1991,PF
640,Turkey,1992,PF
640,Turkey,1993,PF
640,Turkey,1994,PF
640,Turkey,1995,PF
640,Turkey,1996,PF
640,Turkey,1997,PF
640,Turkey,1998,PF
640,Turkey,1999,PF
640,Turkey,2000,PF
640,Turkey,2001,PF
640,Turkey,2002,PF
640,Turkey,2003,PF
640,Turkey,2004,PF
640,Turkey,2005,PF
640,Turkey,2006,PF
640,Turkey,2007,PF
640,Turkey,2008,PF
640,Turkey,2009,PF
701,Turkmenistan,1987,NA
701,Turkmenistan,1988,NA
701,Turkmenistan,1989,NA
701,Turkmenistan,1990,NA
701,Turkmenistan,1991,NF
701,Turkmenistan,1992,NF
701,Turkmenistan,1993,NF
701,Turkmenistan,1994,NF
701,Turkmenistan,1995,NF
701,Turkmenistan,1996,NF
701,Turkmenistan,1997,NF
701,Turkmenistan,1998,NF
701,Turkmenistan,1999,NF
701,Turkmenistan,2000,NF
701,Turkmenistan,2001,NF
701,Turkmenistan,2002,NF
701,Turkmenistan,2003,NF
701,Turkmenistan,2004,NF
701,Turkmenistan,2005,NF
701,Turkmenistan,2006,NF
701,Turkmenistan,2007,NF
701,Turkmenistan,2008,NF
701,Turkmenistan,2009,NF
500,Uganda,1987,PF
500,Uganda,1988,PF
500,Uganda,1989,PF
500,Uganda,1990,NF
500,Uganda,1991,PF
500,Uganda,1992,PF
500,Uganda,1993,PF
500,Uganda,1994,PF
500,Uganda,1995,PF
500,Uganda,1996,PF
500,Uganda,1997,PF
500,Uganda,1998,PF
500,Uganda,1999,PF
500,Uganda,2000,PF
500,Uganda,2001,PF
500,Uganda,2002,PF
500,Uganda,2003,PF
500,Uganda,2004,PF
500,Uganda,2005,PF
500,Uganda,2006,PF
500,Uganda,2007,PF
500,Uganda,2008,PF
500,Uganda,2009,PF
369,Ukraine,1987,NA
369,Ukraine,1988,NA
369,Ukraine,1989,NA
369,Ukraine,1990,NA
369,Ukraine,1991,PF
369,Ukraine,1992,PF
369,Ukraine,1993,PF
369,Ukraine,1994,PF
369,Ukraine,1995,PF
369,Ukraine,1996,PF
369,Ukraine,1997,PF
369,Ukraine,1998,PF
369,Ukraine,1999,PF
369,Ukraine,2000,PF
369,Ukraine,2001,PF
369,Ukraine,2002,PF
369,Ukraine,2003,PF
369,Ukraine,2004,NF
369,Ukraine,2005,F
369,Ukraine,2006,F
369,Ukraine,2007,NF
369,Ukraine,2008,NF
369,Ukraine,2009,PF
696,United Arab Emirates,1987,PF
696,United Arab Emirates,1988,PF
696,United Arab Emirates,1989,PF
696,United Arab Emirates,1990,NF
696,United Arab Emirates,1991,NF
696,United Arab Emirates,1992,NF
696,United Arab Emirates,1993,NF
696,United Arab Emirates,1994,PF
696,United Arab Emirates,1995,PF
696,United Arab Emirates,1996,PF
696,United Arab Emirates,1997,PF
696,United Arab Emirates,1998,NF
696,United Arab Emirates,1999,PF
696,United Arab Emirates,2000,NF
696,United Arab Emirates,2001,NF
696,United Arab Emirates,2002,NF
696,United Arab Emirates,2003,NF
696,United Arab Emirates,2004,NF
696,United Arab Emirates,2005,NF
696,United Arab Emirates,2006,NF
696,United Arab Emirates,2007,NF
696,United Arab Emirates,2008,NF
696,United Arab Emirates,2009,NF
200,United Kingdom,1987,F
200,United Kingdom,1988,F
200,United Kingdom,1989,F
200,United Kingdom,1990,F
200,United Kingdom,1991,F
200,United Kingdom,1992,F
200,United Kingdom,1993,F
200,United Kingdom,1994,F
200,United Kingdom,1995,F
200,United Kingdom,1996,F
200,United Kingdom,1997,F
200,United Kingdom,1998,F
200,United Kingdom,1999,F
200,United Kingdom,2000,F
200,United Kingdom,2001,F
200,United Kingdom,2002,F
200,United Kingdom,2003,F
200,United Kingdom,2004,F
200,United Kingdom,2005,F
200,United Kingdom,2006,F
200,United Kingdom,2007,F
200,United Kingdom,2008,F
200,United Kingdom,2009,F
2,United States,1987,F
2,United States,1988,F
2,United States,1989,F
2,United States,1990,F
2,United States,1991,F
2,United States,1992,F
2,United States,1993,F
2,United States,1994,F
2,United States,1995,F
2,United States,1996,F
2,United States,1997,F
2,United States,1998,F
2,United States,1999,F
2,United States,2000,F
2,United States,2001,F
2,United States,2002,F
2,United States,2003,F
2,United States,2004,F
2,United States,2005,F
2,United States,2006,F
2,United States,2007,F
2,United States,2008,F
2,United States,2009,F
165,Uruguay,1987,F
165,Uruguay,1988,F
165,Uruguay,1989,F
165,Uruguay,1990,F
165,Uruguay,1991,F
165,Uruguay,1992,F
165,Uruguay,1993,F
165,Uruguay,1994,F
165,Uruguay,1995,F
165,Uruguay,1996,F
165,Uruguay,1997,F
165,Uruguay,1998,F
165,Uruguay,1999,F
165,Uruguay,2000,F
165,Uruguay,2001,F
165,Uruguay,2002,F
165,Uruguay,2003,F
165,Uruguay,2004,F
165,Uruguay,2005,F
165,Uruguay,2006,F
165,Uruguay,2007,F
165,Uruguay,2008,F
165,Uruguay,2009,F
704,Uzbekistan,1987,NA
704,Uzbekistan,1988,NA
704,Uzbekistan,1989,NA
704,Uzbekistan,1990,NA
704,Uzbekistan,1991,NF
704,Uzbekistan,1992,NF
704,Uzbekistan,1993,NF
704,Uzbekistan,1994,NF
704,Uzbekistan,1995,NF
704,Uzbekistan,1996,NF
704,Uzbekistan,1997,NF
704,Uzbekistan,1998,NF
704,Uzbekistan,1999,NF
704,Uzbekistan,2000,NF
704,Uzbekistan,2001,NF
704,Uzbekistan,2002,NF
704,Uzbekistan,2003,NF
704,Uzbekistan,2004,NF
704,Uzbekistan,2005,NF
704,Uzbekistan,2006,NF
704,Uzbekistan,2007,NF
704,Uzbekistan,2008,NF
704,Uzbekistan,2009,NF
935,Vanuatu,1987,NF
935,Vanuatu,1988,NF
935,Vanuatu,1989,F
935,Vanuatu,1990,F
935,Vanuatu,1991,F
935,Vanuatu,1992,F
935,Vanuatu,1993,F
935,Vanuatu,1994,F
935,Vanuatu,1995,F
935,Vanuatu,1996,F
935,Vanuatu,1997,F
935,Vanuatu,1998,F
935,Vanuatu,1999,F
935,Vanuatu,2000,F
935,Vanuatu,2001,F
935,Vanuatu,2002,F
935,Vanuatu,2003,F
935,Vanuatu,2004,F
935,Vanuatu,2005,F
935,Vanuatu,2006,F
935,Vanuatu,2007,F
935,Vanuatu,2008,F
935,Vanuatu,2009,F
101,Venezuela,1987,F
101,Venezuela,1988,F
101,Venezuela,1989,F
101,Venezuela,1990,F
101,Venezuela,1991,NF
101,Venezuela,1992,PF
101,Venezuela,1993,NF
101,Venezuela,1994,NF
101,Venezuela,1995,NF
101,Venezuela,1996,NF
101,Venezuela,1997,PF
101,Venezuela,1998,PF
101,Venezuela,1999,PF
101,Venezuela,2000,PF
101,Venezuela,2001,PF
101,Venezuela,2002,PF
101,Venezuela,2003,PF
101,Venezuela,2004,PF
101,Venezuela,2005,PF
101,Venezuela,2006,PF
101,Venezuela,2007,PF
101,Venezuela,2008,PF
101,Venezuela,2009,PF
816,Vietnam,1987,NF
816,Vietnam,1988,NF
816,Vietnam,1989,NF
816,Vietnam,1990,NF
816,Vietnam,1991,NF
816,Vietnam,1992,NF
816,Vietnam,1993,NF
816,Vietnam,1994,NF
816,Vietnam,1995,NF
816,Vietnam,1996,NF
816,Vietnam,1997,NF
816,Vietnam,1998,NF
816,Vietnam,1999,NF
816,Vietnam,2000,NF
816,Vietnam,2001,NF
816,Vietnam,2002,NF
816,Vietnam,2003,NF
816,Vietnam,2004,NF
816,Vietnam,2005,NF
816,Vietnam,2006,NF
816,Vietnam,2007,NF
816,Vietnam,2008,NF
816,Vietnam,2009,NF
679,Yemen,1987,NA
679,Yemen,1988,NA
679,Yemen,1989,NA
679,Yemen,1990,PF
679,Yemen,1991,PF
679,Yemen,1992,PF
679,Yemen,1993,PF
679,Yemen,1994,PF
679,Yemen,1995,PF
679,Yemen,1996,PF
679,Yemen,1997,PF
679,Yemen,1998,NF
679,Yemen,1999,NF
679,Yemen,2000,PF
679,Yemen,2001,PF
679,Yemen,2002,PF
679,Yemen,2003,PF
679,Yemen,2004,PF
679,Yemen,2005,PF
679,Yemen,2006,NF
679,Yemen,2007,NF
679,Yemen,2008,NF
679,Yemen,2009,NF
551,Zambia,1987,PF
551,Zambia,1988,PF
551,Zambia,1989,PF
551,Zambia,1990,PF
551,Zambia,1991,PF
551,Zambia,1992,PF
551,Zambia,1993,PF
551,Zambia,1994,PF
551,Zambia,1995,PF
551,Zambia,1996,PF
551,Zambia,1997,PF
551,Zambia,1998,PF
551,Zambia,1999,PF
551,Zambia,2000,PF
551,Zambia,2001,PF
551,Zambia,2002,PF
551,Zambia,2003,PF
551,Zambia,2004,PF
551,Zambia,2005,PF
551,Zambia,2006,PF
551,Zambia,2007,PF
551,Zambia,2008,PF
551,Zambia,2009,PF
552,Zimbabwe,1987,PF
552,Zimbabwe,1988,PF
552,Zimbabwe,1989,PF
552,Zimbabwe,1990,PF
552,Zimbabwe,1991,PF
552,Zimbabwe,1992,PF
552,Zimbabwe,1993,PF
552,Zimbabwe,1994,PF
552,Zimbabwe,1995,PF
552,Zimbabwe,1996,PF
552,Zimbabwe,1997,PF
552,Zimbabwe,1998,NF
552,Zimbabwe,1999,NF
552,Zimbabwe,2000,NF
552,Zimbabwe,2001,NF
552,Zimbabwe,2002,NF
552,Zimbabwe,2003,NF
552,Zimbabwe,2004,NF
552,Zimbabwe,2005,NF
552,Zimbabwe,2006,NF
552,Zimbabwe,2007,NF
552,Zimbabwe,2008,NF
552,Zimbabwe,2009,NF
